program	x_size	y_size	time	mean	sd
biojsmsa	1024	100	1.29804846102	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.20932757302	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.22281745702	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.29637250202	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.21760548602	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.32177803302	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.20983917102	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.25639950102	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.24171317102	1.25471693702	0.04095405823898964
biojsmsa	1024	100	1.27326801502	1.25471693702	0.04095405823898964
biojsmsa	1048576	100	109.2883472651	111.165412532	2.7363184116063115
biojsmsa	1048576	100	111.9388280041	111.165412532	2.7363184116063115
biojsmsa	1048576	100	113.37509486809999	111.165412532	2.7363184116063115
biojsmsa	1048576	100	112.30965802909999	111.165412532	2.7363184116063115
biojsmsa	1048576	100	107.29096943409999	111.165412532	2.7363184116063115
biojsmsa	1048576	100	108.9557063721	111.165412532	2.7363184116063115
biojsmsa	1048576	100	114.1711329921	111.165412532	2.7363184116063115
biojsmsa	1048576	100	110.8075580261	111.165412532	2.7363184116063115
biojsmsa	1048576	100	108.0629059611	111.165412532	2.7363184116063115
biojsmsa	1048576	100	115.4539243681	111.165412532	2.7363184116063115
biojsmsa	128	100	1.17580143314	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.13305661814	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.12996069114	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.17516127714	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.19637142514	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.23089293114	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.20072556314	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.19933757214	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.22328222614	1.18385617724	0.03361753152090908
biojsmsa	128	100	1.17397203514	1.18385617724	0.03361753152090908
biojsmsa	131072	100	11.41556752728	11.48446380518	0.2755580193970036
biojsmsa	131072	100	12.235218271279999	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.429935111279999	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.435064130279999	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.447896499279999	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.43056465928	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.39704425728	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.39984649228	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.46958933028	11.48446380518	0.2755580193970036
biojsmsa	131072	100	11.18391177328	11.48446380518	0.2755580193970036
biojsmsa	16384	100	2.4737791345600004	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.47366232356	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.52013489156	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.47228001256	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.54014841056	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.43458418356	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.41656334956	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.5094499525600003	2.70097371616	0.7316064117615575
biojsmsa	16384	100	2.3901919685600004	2.70097371616	0.7316064117615575
biojsmsa	16384	100	4.77894293456	2.70097371616	0.7316064117615575
biojsmsa	2048	100	1.36486987708	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.34105248108	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.27677160908	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.3127762330800001	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.44650110608	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.46813150408	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.29573294108	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.39460809308	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.36544856608	1.3631127193800001	0.06146617090961366
biojsmsa	2048	100	1.36523478308	1.3631127193800001	0.06146617090961366
biojsmsa	256	100	1.36878588706	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.21176305206	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.24567307506	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.2764125400600002	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.2099728060600001	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.20782989406	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.21334146206	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.22619762606	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.20967957806	1.23447730556	0.05416336468222768
biojsmsa	256	100	1.17511713506	1.23447730556	0.05416336468222768
biojsmsa	262144	100	22.0479416541	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.9011166611	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	22.3146526371	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.870808477100002	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.8184278341	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.8552504661	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.709353605100002	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.8364763001	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	22.055044882100002	21.937999519599998	0.16942520105151432
biojsmsa	262144	100	21.9709226791	21.937999519599998	0.16942520105151432
biojsmsa	32768	100	3.71943436708	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.66527026108	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.72993065608	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.71651143908	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.72713578108	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.7030737500799997	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.66409246208	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.68823790308	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.81191823808	3.7008162532799993	0.058913823075466554
biojsmsa	32768	100	3.58255767508	3.7008162532799993	0.058913823075466554
biojsmsa	4096	100	1.6336751546600001	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.5371532086600002	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.52905229266	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.48171232666	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.57818844366	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.5169211936600002	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.55032603966	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.49755675066	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.5005912916600002	1.5414099166600002	0.04728878680019122
biojsmsa	4096	100	1.5889224646600002	1.5414099166600002	0.04728878680019122
biojsmsa	512	100	1.3295637686400001	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.2088948696400001	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.2564207116400001	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.22615974164	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.20934632564	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.30547810364	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.28710321164	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.18898872364	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.27015404564	1.24803991324	0.04887728660434051
biojsmsa	512	100	1.1982896306400002	1.24803991324	0.04887728660434051
biojsmsa	524288	100	44.08398732698	43.46466911628	0.6633065342777857
biojsmsa	524288	100	44.97095179098	43.46466911628	0.6633065342777857
biojsmsa	524288	100	43.39799997398	43.46466911628	0.6633065342777857
biojsmsa	524288	100	43.20034383098	43.46466911628	0.6633065342777857
biojsmsa	524288	100	43.72848918798	43.46466911628	0.6633065342777857
biojsmsa	524288	100	43.19805667398	43.46466911628	0.6633065342777857
biojsmsa	524288	100	43.29817681198	43.46466911628	0.6633065342777857
biojsmsa	524288	100	42.942083207980005	43.46466911628	0.6633065342777857
biojsmsa	524288	100	42.61038806898	43.46466911628	0.6633065342777857
biojsmsa	524288	100	43.21621428898	43.46466911628	0.6633065342777857
biojsmsa	65536	100	6.3307471624	6.8188232814	0.5146901093226153
biojsmsa	65536	100	7.2793727944	6.8188232814	0.5146901093226153
biojsmsa	65536	100	6.4158341624	6.8188232814	0.5146901093226153
biojsmsa	65536	100	7.4535686894	6.8188232814	0.5146901093226153
biojsmsa	65536	100	6.3461878274000005	6.8188232814	0.5146901093226153
biojsmsa	65536	100	7.3473235704	6.8188232814	0.5146901093226153
biojsmsa	65536	100	6.3006816654	6.8188232814	0.5146901093226153
biojsmsa	65536	100	6.9513876064	6.8188232814	0.5146901093226153
biojsmsa	65536	100	6.346815550400001	6.8188232814	0.5146901093226153
biojsmsa	65536	100	7.4163137854	6.8188232814	0.5146901093226153
biojsmsa	8192	100	1.8690538782000001	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8646529532	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8930204842000002	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8512272922000002	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.9311137642000002	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8825913572000001	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8376062812	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8566701682000002	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8878062212000002	1.8754063649000003	0.026169569001209852
biojsmsa	8192	100	1.8803212492000003	1.8754063649000003	0.026169569001209852
jalview	1024	100	21.73421082224	16.62333056924	3.9573362315243816
jalview	1024	100	14.34459326724	16.62333056924	3.9573362315243816
jalview	1024	100	22.66086311124	16.62333056924	3.9573362315243816
jalview	1024	100	19.31100181624	16.62333056924	3.9573362315243816
jalview	1024	100	12.717847087240001	16.62333056924	3.9573362315243816
jalview	1024	100	13.00824394724	16.62333056924	3.9573362315243816
jalview	1024	100	13.692832987240001	16.62333056924	3.9573362315243816
jalview	1024	100	20.57453008224	16.62333056924	3.9573362315243816
jalview	1024	100	14.66247461624	16.62333056924	3.9573362315243816
jalview	1024	100	13.526707955240001	16.62333056924	3.9573362315243816
jalview	128	100	22.74218600588	16.836330039779998	4.065711463792098
jalview	128	100	22.29067245388	16.836330039779998	4.065711463792098
jalview	128	100	19.09973319488	16.836330039779998	4.065711463792098
jalview	128	100	20.90362637388	16.836330039779998	4.065711463792098
jalview	128	100	16.18813393688	16.836330039779998	4.065711463792098
jalview	128	100	12.68260998388	16.836330039779998	4.065711463792098
jalview	128	100	12.51396585788	16.836330039779998	4.065711463792098
jalview	128	100	13.11748173488	16.836330039779998	4.065711463792098
jalview	128	100	13.89352267988	16.836330039779998	4.065711463792098
jalview	128	100	14.93136817588	16.836330039779998	4.065711463792098
jalview	131072	100	56.638830388820004	54.24246512822	3.9878405021529852
jalview	131072	100	59.05578671982	54.24246512822	3.9878405021529852
jalview	131072	100	56.295777923820005	54.24246512822	3.9878405021529852
jalview	131072	100	55.32756536182	54.24246512822	3.9878405021529852
jalview	131072	100	46.896705883820005	54.24246512822	3.9878405021529852
jalview	131072	100	58.73749071182	54.24246512822	3.9878405021529852
jalview	131072	100	53.729293658820005	54.24246512822	3.9878405021529852
jalview	131072	100	53.79140400282	54.24246512822	3.9878405021529852
jalview	131072	100	48.44128520682	54.24246512822	3.9878405021529852
jalview	131072	100	53.51051142382	54.24246512822	3.9878405021529852
jalview	16384	100	20.7039771673	20.3663976854	3.228453412546305
jalview	16384	100	24.7174728323	20.3663976854	3.228453412546305
jalview	16384	100	24.8326039413	20.3663976854	3.228453412546305
jalview	16384	100	18.112409483300002	20.3663976854	3.228453412546305
jalview	16384	100	19.5225329193	20.3663976854	3.228453412546305
jalview	16384	100	24.8292819233	20.3663976854	3.228453412546305
jalview	16384	100	16.8634375323	20.3663976854	3.228453412546305
jalview	16384	100	18.133929712300002	20.3663976854	3.228453412546305
jalview	16384	100	17.5251153463	20.3663976854	3.228453412546305
jalview	16384	100	18.4232159963	20.3663976854	3.228453412546305
jalview	2048	100	14.91528910684	14.736315844039998	2.1385052952707313
jalview	2048	100	13.20569717484	14.736315844039998	2.1385052952707313
jalview	2048	100	13.49012144284	14.736315844039998	2.1385052952707313
jalview	2048	100	13.99727804584	14.736315844039998	2.1385052952707313
jalview	2048	100	13.318055699839999	14.736315844039998	2.1385052952707313
jalview	2048	100	16.66819716884	14.736315844039998	2.1385052952707313
jalview	2048	100	14.04883908684	14.736315844039998	2.1385052952707313
jalview	2048	100	13.598000601839999	14.736315844039998	2.1385052952707313
jalview	2048	100	14.03049329484	14.736315844039998	2.1385052952707313
jalview	2048	100	20.09118681784	14.736315844039998	2.1385052952707313
jalview	256	100	22.279295333439997	15.686125584440003	3.8084103522153088
jalview	256	100	14.04994924344	15.686125584440003	3.8084103522153088
jalview	256	100	21.43736611144	15.686125584440003	3.8084103522153088
jalview	256	100	12.26928963144	15.686125584440003	3.8084103522153088
jalview	256	100	12.85391481744	15.686125584440003	3.8084103522153088
jalview	256	100	13.26506300744	15.686125584440003	3.8084103522153088
jalview	256	100	19.307665919439998	15.686125584440003	3.8084103522153088
jalview	256	100	12.83873534544	15.686125584440003	3.8084103522153088
jalview	256	100	14.81702491044	15.686125584440003	3.8084103522153088
jalview	256	100	13.74295152444	15.686125584440003	3.8084103522153088
jalview	262144	100	91.77574740106	90.72604511066	4.614250388129921
jalview	262144	100	94.23489109906001	90.72604511066	4.614250388129921
jalview	262144	100	98.15594398906	90.72604511066	4.614250388129921
jalview	262144	100	81.61970325606	90.72604511066	4.614250388129921
jalview	262144	100	88.64250968906	90.72604511066	4.614250388129921
jalview	262144	100	90.66176218606	90.72604511066	4.614250388129921
jalview	262144	100	88.82882825506	90.72604511066	4.614250388129921
jalview	262144	100	95.41052222306	90.72604511066	4.614250388129921
jalview	262144	100	90.37760437306001	90.72604511066	4.614250388129921
jalview	262144	100	87.55293863506	90.72604511066	4.614250388129921
jalview	32768	100	25.0055977583	27.554538735299996	3.6207687144512697
jalview	32768	100	22.3726651243	27.554538735299996	3.6207687144512697
jalview	32768	100	30.4057298293	27.554538735299996	3.6207687144512697
jalview	32768	100	22.7330780783	27.554538735299996	3.6207687144512697
jalview	32768	100	28.329806361299998	27.554538735299996	3.6207687144512697
jalview	32768	100	30.8476391843	27.554538735299996	3.6207687144512697
jalview	32768	100	31.1803790733	27.554538735299996	3.6207687144512697
jalview	32768	100	29.1968487913	27.554538735299996	3.6207687144512697
jalview	32768	100	24.1375784613	27.554538735299996	3.6207687144512697
jalview	32768	100	31.3360646913	27.554538735299996	3.6207687144512697
jalview	4096	100	22.53951665314	19.23582974104	3.6433966770990294
jalview	4096	100	22.99012207014	19.23582974104	3.6433966770990294
jalview	4096	100	21.46036646614	19.23582974104	3.6433966770990294
jalview	4096	100	15.36625557814	19.23582974104	3.6433966770990294
jalview	4096	100	20.45102715514	19.23582974104	3.6433966770990294
jalview	4096	100	14.67314359414	19.23582974104	3.6433966770990294
jalview	4096	100	14.94037016214	19.23582974104	3.6433966770990294
jalview	4096	100	15.61663396614	19.23582974104	3.6433966770990294
jalview	4096	100	20.82123638314	19.23582974104	3.6433966770990294
jalview	4096	100	23.49962538214	19.23582974104	3.6433966770990294
jalview	512	100	13.29159020416	15.298617861459999	3.4487521352726387
jalview	512	100	13.02973425816	15.298617861459999	3.4487521352726387
jalview	512	100	19.74283788716	15.298617861459999	3.4487521352726387
jalview	512	100	12.56590597016	15.298617861459999	3.4487521352726387
jalview	512	100	14.10087010916	15.298617861459999	3.4487521352726387
jalview	512	100	23.32141898916	15.298617861459999	3.4487521352726387
jalview	512	100	14.17777047316	15.298617861459999	3.4487521352726387
jalview	512	100	13.86212333616	15.298617861459999	3.4487521352726387
jalview	512	100	14.64676388116	15.298617861459999	3.4487521352726387
jalview	512	100	14.24716350616	15.298617861459999	3.4487521352726387
jalview	65536	100	44.76105543414	37.140036070239994	4.297687043754024
jalview	65536	100	35.952593261139995	37.140036070239994	4.297687043754024
jalview	65536	100	36.30579233114	37.140036070239994	4.297687043754024
jalview	65536	100	41.20739695914	37.140036070239994	4.297687043754024
jalview	65536	100	34.57002621314	37.140036070239994	4.297687043754024
jalview	65536	100	36.254945181139995	37.140036070239994	4.297687043754024
jalview	65536	100	37.52232909814	37.140036070239994	4.297687043754024
jalview	65536	100	29.87307455214	37.140036070239994	4.297687043754024
jalview	65536	100	33.673157477139995	37.140036070239994	4.297687043754024
jalview	65536	100	41.27999019514	37.140036070239994	4.297687043754024
jalview	8192	100	17.84100153438	19.38907112418	4.412336795892652
jalview	8192	100	24.522158459379998	19.38907112418	4.412336795892652
jalview	8192	100	24.08490889938	19.38907112418	4.412336795892652
jalview	8192	100	15.91927093038	19.38907112418	4.412336795892652
jalview	8192	100	25.247527066379998	19.38907112418	4.412336795892652
jalview	8192	100	15.53213675538	19.38907112418	4.412336795892652
jalview	8192	100	15.81615838538	19.38907112418	4.412336795892652
jalview	8192	100	23.90117653838	19.38907112418	4.412336795892652
jalview	8192	100	15.60183712738	19.38907112418	4.412336795892652
jalview	8192	100	15.42453554538	19.38907112418	4.412336795892652
reactmsaview	1024	100	1.4216001061	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3532841531	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3002059811000002	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3922724911000002	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3177717421000001	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3952677711	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3402147861	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3248439661	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3080881961000002	1.3536819545000003	0.04209529477931334
reactmsaview	1024	100	1.3832703521	1.3536819545000003	0.04209529477931334
reactmsaview	1048576	100	15.84775290668	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.47860230668	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.54095922168	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.66291580568	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.73464427468	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.52886146468	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.23343700268	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.70067225668	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.46154291768	15.53753970758	0.21155569762195173
reactmsaview	1048576	100	15.18600891868	15.53753970758	0.21155569762195173
reactmsaview	128	100	1.5710562813000002	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.5483929563	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.3796283933	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.3632413563	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.4436559663000001	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.4382248563000002	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.4282260283000001	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.5731601923	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.1959260693	1.4126289662000002	0.13887125292859517
reactmsaview	128	100	1.1847775623	1.4126289662000002	0.13887125292859517
reactmsaview	131072	100	3.15944189222	3.1767750724199995	0.05952341436586278
reactmsaview	131072	100	3.12996114622	3.1767750724199995	0.05952341436586278
